rank,u,v,snap_t,y,logreg__S,logreg__S+T,logreg__S+T+C,rf__S,rf__S+T,rf__S+T+C
293,1352,2067,48,0,0.87411726,0.826703,0.8190005,0.8655687,0.6667724,0.7120694
294,3722,4279,49,0,0.77790403,0.8201996,0.79413533,0.85279864,0.7626786,0.7119304
295,5227,2045,48,0,0.8064956,0.89079356,0.84406257,0.5072108,0.77012086,0.71182674
296,2045,1850,49,0,0.8269568,0.94337463,0.9511457,0.7108912,0.77184117,0.7115555
297,1352,3719,49,0,0.7367702,0.85600394,0.8496081,0.90752554,0.66316587,0.71152276
298,2045,5476,48,0,0.94953257,0.9699918,0.9669179,0.76407945,0.7162718,0.7112284
299,3988,1363,48,0,0.9951791,0.9836692,0.9796199,0.8904185,0.6902624,0.71105266
300,3804,2045,48,0,0.5950255,0.7318935,0.64671326,0.77690214,0.73818886,0.7109724
301,3451,1383,48,0,0.85729337,0.8228166,0.7900028,0.8821949,0.8157697,0.710474
302,1352,4553,48,0,0.70828474,0.92867494,0.91494334,0.5154326,0.71276855,0.71043015
303,1512,3722,48,0,0.99941236,0.99962896,0.9996765,0.9007112,0.7477763,0.71006984
304,3722,2067,48,0,0.76316345,0.8598791,0.85058516,0.85356176,0.7047691,0.70959145
305,2045,3451,49,0,0.9931649,0.9978916,0.9977411,0.63553375,0.7408679,0.70953006
306,1352,2296,48,0,0.49907386,0.61969906,0.7033756,0.59076136,0.6673687,0.70815057
307,2388,5231,49,0,0.8532034,0.9125595,0.91679764,0.7336457,0.75322986,0.70753294
308,1953,2045,49,0,0.99981,0.9996859,0.99949986,0.9275099,0.79806983,0.7072785
309,3451,1352,49,0,0.2636586,0.25866145,0.23324005,0.8008833,0.77103364,0.7070399
310,4365,5712,48,0,0.5964414,0.7848961,0.7898571,0.22079314,0.7404811,0.70680165
311,5508,5551,48,0,0.73939234,0.9282502,0.9495583,0.30445516,0.672696,0.7066218
312,3722,4532,49,0,0.72752416,0.9056721,0.88332725,0.6298465,0.7335499,0.70652354
313,2822,3722,48,0,0.99973226,0.9996961,0.99969876,0.8300861,0.7041403,0.70593613
314,1352,4694,48,0,0.8045508,0.8261289,0.82364345,0.9140249,0.7146179,0.7043675
315,2388,2498,48,0,0.99935657,0.99865776,0.99894506,0.9511058,0.78046453,0.7037439
316,3804,5712,48,0,0.85767674,0.8568493,0.836183,0.5701163,0.7368205,0.7036281
317,4649,135,49,0,0.9628273,0.9900152,0.9851775,0.6245269,0.78659,0.70299274
318,3988,96,48,0,0.913038,0.95751977,0.93451935,0.45979506,0.6663708,0.702523
319,5508,481,48,0,0.3212733,0.4582254,0.36931404,0.6164642,0.5978305,0.702414
320,2934,2017,49,0,0.9997441,0.9993456,0.999327,0.6516355,0.6826876,0.7022232
321,1018,905,48,0,0.9995919,0.9605515,0.96164745,0.9328795,0.72258914,0.70204437
322,4172,5654,48,0,0.9924746,0.98827755,0.9897598,0.8936065,0.7882012,0.702017
323,2045,4532,49,0,0.812437,0.9371102,0.9263547,0.56900305,0.7202451,0.70193064
324,3722,1850,49,0,0.6188513,0.8423342,0.7885805,0.5634705,0.7081742,0.7011481
325,3722,1185,49,0,0.9664965,0.94874215,0.95633024,0.836587,0.68151903,0.7007895
326,3722,2296,48,0,0.9723697,0.9782494,0.980195,0.62277246,0.680078,0.70074594
327,2045,5635,49,0,0.98374504,0.98894125,0.98872244,0.94541234,0.73829997,0.698929
328,3722,4559,48,0,0.97226584,0.978034,0.96730965,0.79255325,0.70646834,0.6979457
329,4172,5476,48,0,0.92602444,0.94384634,0.944615,0.633021,0.768186,0.6978798
330,3722,5594,48,0,0.9579383,0.9732329,0.98271203,0.6017133,0.72776353,0.6978189
331,3722,3451,48,0,0.8867532,0.97356594,0.9692733,0.47318053,0.74900085,0.6977027
332,5227,3722,48,0,0.90979725,0.9687419,0.95981723,0.5461143,0.7984018,0.69749576
333,3828,5712,48,0,0.54218847,0.64169604,0.6175338,0.2654018,0.7628052,0.6973827
334,5623,3722,48,0,0.9992441,0.9995294,0.99946064,0.7581223,0.70374763,0.69703406
335,2934,1383,49,0,0.99732053,0.99719477,0.99729323,0.670107,0.6664879,0.6968343
336,3722,5827,49,0,0.76182985,0.91603816,0.8943245,0.49454775,0.70252895,0.6966691
337,5528,2045,49,0,0.94899464,0.9910416,0.9859691,0.59540886,0.7436776,0.6966034
338,4172,25,48,0,0.99987054,0.9984878,0.998443,0.9394914,0.7519913,0.6963493
339,3988,3707,48,0,0.5407547,0.80524975,0.7606747,0.45849392,0.73374367,0.69628245
340,2934,1316,49,0,0.97030836,0.9939586,0.99228173,0.4043696,0.7107197,0.69569653
341,3722,1565,48,0,0.9888078,0.9922569,0.99062836,0.7688876,0.69678617,0.69560295
342,4172,481,48,0,0.9857138,0.9588631,0.95697355,0.92982244,0.73399466,0.69492036
343,3804,2388,49,0,0.9999038,0.9996154,0.9992893,0.9099089,0.7279554,0.6946056
344,3722,1953,49,0,0.7744489,0.8113738,0.8413069,0.861555,0.6542014,0.6943977
345,1352,1810,48,0,0.58122784,0.27666682,0.44851854,0.9076022,0.6917184,0.69436765
346,1810,1656,49,0,0.9997943,0.9992445,0.9992914,0.790093,0.73750126,0.69425124
347,3722,4686,49,0,0.8023117,0.9297706,0.939066,0.27751702,0.6919008,0.69422036
348,3722,4681,49,0,0.797173,0.9247179,0.9360461,0.28936172,0.69099104,0.69422036
349,3722,4694,48,0,0.9379814,0.94754446,0.9420138,0.9026882,0.7031392,0.6938981
350,1352,5189,49,0,0.88826954,0.9377822,0.9380475,0.54202724,0.78838795,0.69386137
351,2045,2322,49,0,0.78832096,0.8958713,0.8836115,0.6660301,0.65281063,0.6938097
352,2942,1352,49,0,0.63221294,0.5896167,0.5834564,0.5249435,0.7849844,0.6937084
353,2388,3699,49,0,0.9834792,0.98241407,0.9831455,0.6389312,0.7037067,0.6933643
354,1352,5363,48,0,0.7071445,0.8423904,0.83075076,0.8736565,0.6941843,0.6933284
355,1352,4748,49,0,0.7886156,0.9049795,0.92277175,0.42328066,0.70211947,0.692393
356,3640,1383,48,0,0.98991185,0.9893659,0.9861827,0.75157666,0.8080174,0.6922944
357,4532,4531,49,0,0.8076287,0.9161675,0.8820825,0.62876093,0.8141928,0.69216037
358,3988,5609,48,0,0.9711215,0.9598503,0.9642963,0.8758961,0.69841695,0.6919136
359,3722,3451,49,0,0.95972794,0.9779043,0.9765678,0.46842667,0.7223623,0.6916181
360,3722,4172,49,0,0.9999709,0.9999162,0.9999222,0.8604649,0.7193232,0.6915279
361,3451,2942,49,0,0.9257245,0.7953233,0.765844,0.5281875,0.7716504,0.6913113
362,3719,905,49,0,0.999844,0.99964297,0.99947554,0.95334005,0.8398838,0.6910227
363,1352,96,48,0,0.8719053,0.97568405,0.97080487,0.52617353,0.7071134,0.6909715
364,1352,5565,48,0,0.5837881,0.90287477,0.8784418,0.25283512,0.6563704,0.6900895
365,2045,3903,48,0,0.9434507,0.94108164,0.9379215,0.9427022,0.6615337,0.6900267
366,3722,4707,49,0,0.78567857,0.93074054,0.9373397,0.29597458,0.6770232,0.6900217
367,3804,905,48,0,0.8651356,0.80850756,0.7796713,0.73706007,0.7555007,0.688387
368,1352,2063,49,0,0.74734604,0.83928484,0.8249267,0.59004027,0.6489253,0.6881659
369,3722,2647,48,0,0.61436033,0.8368129,0.83942634,0.40950006,0.68993884,0.6875199
370,3707,3903,48,0,0.60416716,0.66964924,0.5754612,0.76856935,0.68073386,0.6870485
371,3722,4559,49,0,0.9839357,0.9704347,0.95856786,0.81188685,0.67183036,0.6866974
372,3722,4172,48,0,0.99992836,0.999876,0.9998727,0.84549135,0.7351247,0.68598557
373,1352,5801,48,0,0.7380899,0.9415655,0.9406469,0.3272829,0.74094224,0.6859786
374,3722,4701,49,0,0.7942961,0.9232415,0.93511355,0.265432,0.68964165,0.68548983
375,3988,5608,48,0,0.97993654,0.9461228,0.9517744,0.87415147,0.6472168,0.6853814
376,3640,1656,49,0,0.7631404,0.89051557,0.8404623,0.732651,0.75867635,0.6853253
377,545,135,49,0,0.99556035,0.99687713,0.9967301,0.7514666,0.67309767,0.6851771
378,3451,5227,48,0,0.9950543,0.9809393,0.9715605,0.5970763,0.67449117,0.68456304
379,1352,4694,49,0,0.7976425,0.62513,0.6284707,0.9139131,0.74286133,0.68446195
380,481,135,49,0,0.92293954,0.9827099,0.97704214,0.8783883,0.7772713,0.6844553
381,3722,4867,48,0,0.75201684,0.9317078,0.91340846,0.59811026,0.7204796,0.6834579
382,3451,4649,48,0,0.86724186,0.9168787,0.89930356,0.5114555,0.6923079,0.6832442
383,3451,2187,48,0,0.43968436,0.5214835,0.45049688,0.70931464,0.6688399,0.6832007
384,1352,5827,48,0,0.6639223,0.92796725,0.91394454,0.33339527,0.64672846,0.68304646
385,3722,5363,49,0,0.882079,0.8659672,0.8381913,0.92869073,0.7783532,0.68189466
386,3722,361,48,0,0.98320544,0.9950624,0.99359155,0.68225163,0.7316519,0.6818352
387,3722,2322,49,0,0.8412278,0.9129782,0.8883249,0.68106425,0.6618137,0.6817872
388,3722,4744,49,0,0.8312274,0.935378,0.9457787,0.2467189,0.6830974,0.6809981
389,3655,2045,49,0,0.7464812,0.9369337,0.9087959,0.32899636,0.7271457,0.68092877
390,3828,2045,49,0,0.9910957,0.99071085,0.98404944,0.4490889,0.7367095,0.6802578
391,96,905,49,0,0.9488092,0.95950246,0.9574046,0.52489936,0.7406633,0.6796942
392,3722,5066,49,0,0.8553537,0.95026857,0.95125175,0.36614245,0.7125984,0.67941105
393,2045,5525,49,0,0.97656024,0.98858505,0.9902455,0.74273664,0.7504463,0.67895186
394,1352,2647,48,0,0.42665687,0.66540915,0.6829124,0.39710587,0.6710692,0.67841834
395,3722,1953,48,0,0.62087214,0.76901805,0.7987991,0.8567905,0.6702606,0.67757845
396,3722,1154,48,0,0.9901159,0.9900703,0.9881344,0.8986318,0.71912336,0.6775652
397,4532,4681,49,0,0.75985116,0.90887845,0.87773365,0.70883536,0.81163096,0.677414
398,2934,545,49,0,0.41577768,0.78639966,0.775057,0.13543305,0.7075994,0.6770603
399,5508,5654,48,0,0.9562314,0.9809327,0.97744024,0.41088334,0.58682305,0.67695886
400,4291,905,49,0,1.0,0.99999744,0.9999948,0.9093483,0.726345,0.67686033
401,4172,5227,48,0,0.9991187,0.9951629,0.9945762,0.75175375,0.7172341,0.6767008
402,3722,1565,49,0,0.9985172,0.99744695,0.9970315,0.7739744,0.6686861,0.67617416
403,3722,3719,48,0,0.7407854,0.90259176,0.8869832,0.90468174,0.7169218,0.6758233
404,2934,3903,49,0,0.80107707,0.94482344,0.94661826,0.6487305,0.6668804,0.6754164
405,1352,5827,49,0,0.6729661,0.8364132,0.812645,0.32527363,0.6057883,0.67433745
406,3722,361,49,0,0.99559784,0.997896,0.99740624,0.68505615,0.6816634,0.6743266
407,5827,2045,49,0,0.69788474,0.94878167,0.90784216,0.30391395,0.7356476,0.67427826
408,3722,3452,49,0,0.97526854,0.99018455,0.98822546,0.68530774,0.67758214,0.6742075
409,4532,4686,49,0,0.7681686,0.9158402,0.88432115,0.7424977,0.8088894,0.67294383
410,1352,3451,48,0,0.5547658,0.85655195,0.84419084,0.4104812,0.67224455,0.67291224
411,2934,4694,49,0,0.8239286,0.8402674,0.8531773,0.63676876,0.6690687,0.6726315
412,1352,3719,48,0,0.7462807,0.89869547,0.8932485,0.927891,0.6816986,0.6725557
413,3988,4385,48,0,0.74563694,0.8146436,0.7645551,0.6646375,0.65019184,0.6721225
414,1018,3722,49,0,0.9325192,0.9426101,0.95687157,0.7453659,0.7529044,0.6720007
415,2388,6,48,0,0.9833182,0.9845525,0.983484,0.9406508,0.7530931,0.6717134
416,3649,3722,49,0,0.9972016,0.99563664,0.9949315,0.7942538,0.7637511,0.6715753
417,2388,4519,49,0,0.9476988,0.94263077,0.9388818,0.8911116,0.68627256,0.6712922
418,3640,2498,48,0,0.9504239,0.9476137,0.92592996,0.7547626,0.80236024,0.6712821
419,3707,25,48,0,0.89077365,0.90122217,0.8675497,0.5700789,0.7299738,0.6710116
420,4611,2045,49,0,0.99986035,0.9998793,0.99978423,0.85731244,0.78601825,0.6703771
421,2934,62,49,0,0.96252763,0.9780523,0.97516125,0.6781298,0.6663824,0.67004293
422,2045,2067,49,0,0.99864477,0.99560255,0.9959902,0.8750911,0.62735647,0.6696078
423,4532,3903,49,0,0.6000362,0.816374,0.7877631,0.86059326,0.7993352,0.66836363
424,4532,481,49,0,0.5947754,0.87460464,0.8515284,0.8823789,0.767697,0.6680289
425,3988,5654,49,0,0.9992023,0.99691314,0.9969625,0.9447517,0.7269201,0.6679974
426,2388,1383,48,0,0.99922144,0.997749,0.99830806,0.9238421,0.75448436,0.667894
427,2934,905,48,0,0.9627898,0.9165271,0.9198502,0.908985,0.71359646,0.6674251
428,1352,5635,48,0,0.9265685,0.9498216,0.94185275,0.9337577,0.6891956,0.66727203
429,2045,25,48,0,0.99764216,0.9959616,0.99737525,0.9076384,0.66476476,0.6668044
430,35,5712,48,0,0.4645487,0.12004395,0.10699195,0.14886157,0.6986923,0.66657704
431,1947,2045,49,0,0.996672,0.9994157,0.9994968,0.77638525,0.6843373,0.6664519
432,1352,5578,48,0,0.94903547,0.97754735,0.98330647,0.5904582,0.6915852,0.66594875
433,3649,5712,49,0,0.9123031,0.93560296,0.93232065,0.74716085,0.7337851,0.6654778
434,3722,3598,49,0,0.74610746,0.88603574,0.8645696,0.49721915,0.6938408,0.6647966
435,5825,905,48,0,0.6176814,0.7692263,0.78307855,0.1744002,0.7046496,0.66462576
436,3988,4532,48,0,0.97171986,0.9678068,0.9629126,0.48926327,0.6318858,0.664382
437,5508,6,48,0,0.7863077,0.90928376,0.88835603,0.8158379,0.6697891,0.6643478
438,3451,5508,49,0,0.47636193,0.5754303,0.50956815,0.3052172,0.7198321,0.66415244
439,3988,1565,48,0,0.9948368,0.9814121,0.9693513,0.75294626,0.62274855,0.6641092
440,545,3722,49,0,0.9999861,0.9999737,0.99998,0.8449148,0.70607245,0.66410226
441,2388,2194,48,0,0.96890444,0.9542557,0.95478314,0.8796955,0.6798618,0.6632143
442,3722,1656,48,0,0.9874773,0.99098206,0.988695,0.9363556,0.71909064,0.662872
443,3722,2252,49,0,0.630044,0.8553513,0.8080624,0.51080316,0.6577559,0.66272897
444,4172,5827,48,0,0.99815357,0.9989619,0.9989495,0.8136629,0.72969306,0.6619796
445,4304,2045,49,0,0.74154395,0.90608025,0.86394113,0.56927466,0.7149364,0.6618909
446,35,2045,48,0,0.0010989291,1.9913012e-05,4.4922115e-05,0.37400877,0.71629477,0.66143245
447,4172,62,48,0,0.9977955,0.99315846,0.9936739,0.93036354,0.7853288,0.66138244
448,4172,2388,49,0,0.99961305,0.9774097,0.9722169,0.8915869,0.6787999,0.6610876
449,3722,3699,49,0,0.4315562,0.80956703,0.7812351,0.26211572,0.59475094,0.6610338
450,1352,5231,49,0,0.67759305,0.8661592,0.84654766,0.38042274,0.6435368,0.6606068
451,361,2942,49,0,0.9800849,0.97715884,0.9831292,0.51773393,0.7541409,0.66010857
452,4365,135,48,0,0.8311307,0.80434984,0.76541823,0.45384705,0.68492734,0.6598154
453,1018,135,49,0,0.9183728,0.89561087,0.8859651,0.66951656,0.73550713,0.65973246
454,96,2388,49,0,0.89005697,0.9139993,0.9120751,0.50871223,0.74933463,0.65926415
455,2934,4649,49,0,0.87852705,0.96677995,0.9659609,0.41899619,0.6120611,0.6587147
456,3722,1154,49,0,0.9915366,0.9814045,0.9820238,0.90507,0.62380314,0.6582251
457,2045,4553,49,0,0.89298457,0.95470697,0.94746774,0.57312846,0.66212064,0.65766543
458,1352,2067,49,0,0.87754256,0.7425772,0.72579396,0.88170826,0.6025109,0.65759057
459,3722,4382,49,0,0.74219054,0.9271499,0.909288,0.46908984,0.7154739,0.657385
460,3722,3452,48,0,0.92847496,0.97767,0.97138643,0.6742108,0.7206435,0.65724134
461,2045,5754,49,0,0.9511934,0.9853649,0.9784767,0.55004746,0.7884421,0.65666056
462,35,3722,48,0,0.00547629,0.00079951924,0.0015788148,0.32098266,0.71194303,0.65656507
463,1352,3040,48,0,0.85122716,0.89338195,0.8834373,0.67991304,0.6700654,0.656397
464,5065,3722,49,0,0.9919958,0.9872283,0.98341364,0.53863853,0.71668684,0.6563096
465,1639,2045,49,0,0.89010894,0.9202283,0.8997173,0.67848694,0.6998958,0.6562831
466,3722,5508,48,0,0.9996075,0.99985,0.99984765,0.6431954,0.7499058,0.6562351
467,5227,905,48,0,0.6913349,0.7409189,0.7158739,0.36990455,0.7250487,0.6561606
468,4559,905,48,0,0.9999873,0.9995517,0.99951696,0.98141193,0.77149856,0.65597814
469,2388,5476,49,0,0.92746276,0.9178206,0.9212802,0.6308846,0.68591714,0.65568364
470,1810,5231,49,0,0.99083906,0.9931847,0.9921138,0.60753894,0.68202287,0.6554169
471,3451,5654,49,0,0.88409066,0.68655276,0.6900508,0.8761869,0.7367388,0.6550423
472,3988,2252,48,0,0.6371899,0.86838853,0.8324024,0.38701183,0.5403707,0.65470546
473,2388,1316,49,0,0.9153624,0.943798,0.9281458,0.54609686,0.7047034,0.6546881
474,96,5712,48,0,0.46982417,0.7415159,0.7329908,0.31469983,0.7225696,0.6546248
475,3598,2045,49,0,0.9430943,0.97683626,0.9663382,0.45985824,0.7219004,0.6544631
476,3640,3988,48,0,0.73932195,0.8669572,0.81547785,0.38538054,0.784618,0.6543764
477,3878,25,48,0,0.9198312,0.90854865,0.89610076,0.6431829,0.7160731,0.6543194
478,1352,96,49,0,0.8642121,0.937761,0.93000674,0.5666174,0.7061536,0.6543096
479,1352,1991,48,0,0.74526995,0.7346501,0.7094128,0.75164264,0.6119952,0.6542962
480,1735,3722,48,0,0.9998534,0.99984074,0.99985605,0.86186564,0.76847804,0.6538522
481,1352,4707,49,0,0.5945574,0.83033437,0.85607857,0.25299397,0.63290864,0.6537791
482,5712,5630,49,0,0.9373685,0.9820096,0.9817235,0.77406186,0.70257086,0.65355307
483,4197,2045,48,0,0.9997735,0.99577266,0.9942982,0.52171457,0.70063335,0.65347624
484,3804,3722,48,0,0.9082558,0.95773077,0.9466531,0.82983315,0.7638112,0.6520657
485,1352,3452,48,0,0.77183384,0.9066677,0.88809294,0.62777615,0.6369389,0.6519777
486,1352,3897,49,0,0.72388333,0.7861603,0.79096454,0.94109464,0.65143657,0.6512042
487,4172,1352,49,0,0.55831873,0.42263287,0.5071304,0.89055175,0.6811168,0.6508026
488,4365,4519,48,0,0.5000101,0.76941323,0.7553151,0.22771846,0.69376016,0.6504281
489,2045,1154,49,0,0.94527954,0.9275224,0.9237434,0.90946865,0.671385,0.65039045
490,3988,1026,48,0,0.69086176,0.9073429,0.8821724,0.25718942,0.62672096,0.6503141
491,3722,1334,48,1,0.8536828,0.9141545,0.9133688,0.6686369,0.6825188,0.6499296
492,3640,4649,48,0,0.68557787,0.8899715,0.83459765,0.4674849,0.8325104,0.6497898
493,1352,4172,48,0,0.16250464,0.27156523,0.35564762,0.71616155,0.6760088,0.649781
494,2045,4075,49,0,0.9799816,0.96756333,0.9713332,0.9258088,0.6408912,0.64968705
495,3988,2214,48,0,0.96419555,0.8244614,0.7646697,0.93946856,0.5969414,0.649602
496,2658,3722,49,0,0.74401456,0.9269316,0.9367607,0.91285396,0.7375289,0.64942217
497,361,905,48,0,0.9993277,0.9957602,0.9957487,0.89148813,0.73610634,0.64930284
498,4197,5712,48,0,0.71367306,0.69202095,0.68335116,0.23320107,0.7466299,0.64898276
499,2045,2252,49,0,0.86509985,0.9506241,0.9575436,0.523402,0.6476312,0.64848745
500,3451,1991,48,0,0.80581564,0.6155912,0.5457027,0.8832874,0.61935145,0.6484245
